"Numer dokumentu";"Data złożenia";"Data zamknięcia";"Student";"Tryb studiów";"Typ studiów";"Język wykładowy";"Kierunek";"Status";"Rodzaj wniosku";"Osoba przyjmująca";"Osoba przypisana";"Słowo regulamin w uzasadnieniu";"Słowo formaln w uzasadnieniu";"Słowo postęp w uzasadnieniu";"Złożone odwołanie";"Liczba załączników";"Liczba zmian statusu";"Semestr rejestracji";"Semestr aktualny";"Semestr studiow";"Brakujace ECTS";"ECTS uznane w bieżącym semstrze";"Suma zdobytych ECTS";"Niezaliczone z sem 1";"Niezaliczone z sem 2";"Niezaliczone z sem 3";"Niezaliczone z sem 4";"Niezaliczone z sem 5";"Niezaliczone z sem 6";"Liczba brakujacych przedmiotow";"Brakujace przedmioty";"Opłata za niezaliczone przedmioty";"Liczba prac dyplomowych";"Informacje o pracach dyplomowych";"Stopień zaawansowania pracy";"Słowo rodzin lub famil w uzasadnieniu";"Słowo zdrow lub health w uzasadnieniu";"Słowo bardzo proszę w uzasadnieniu";"Słowo losow w uzasadnieniu";"Słowo prac lub work w uzasadnieniu";"Słowo obiecuję lub promise w uzasadnieniu";"Słowo zobowiązuję w uzasadnieniu"
1505;"5.02.2018 21:55";"6.02.2018 09:10";"WV5K9Gzzx4Kknd9NO43w";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka.";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";1;4;"null";"2017Z";7;0;30;214;0;0;0;0;0;0;0;;0;1;"[prof. nzw. dr hab. inż. Krzysztof Siwek,ZETiIS,Automatyka]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1296;"23.01.2018 16:25";"30.01.2018 15:46";"OnstrCRZ6yGF9npfisxbYQ";"D";"I";"PL";"Model 2,I,D,PL,7 - Systemy wbudowane";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"YES";"NO";"NO";"NO";0;6;"null";"2017Z";7;27;4;183;0;0;0;0;1;0;0;;0;1;"[dr inż. Bogdan Dziadak,ZSIP,Systemy wbudowane]";"60%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1402;"29.01.2018 11:30";"29.01.2018 12:42";"GoI83Xpb56TFsOv8oUZfFg";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka.";"Zamknięty - decyzja negatywna";"Wniosek ogólny";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;5;"null";"2017Z";7;35;11;175;0;0;0;1;1;4;7;"1DR1418,1DR1514,1DR1620,1DR1615,1DR1623,1DR1631,1DR1730";1970;1;"[mgr inż. Monika Jakubowska,ZNE,Automatyka]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1348;"26.01.2018 14:35";"29.01.2018 08:09";"GWqYoGOcm22ZK5g6YbgcVg";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;6;"null";"2017Z";7;32;2;178;0;0;0;0;2;3;8;"DSJO1502,1DI1602,1DI1610,1DI1736,1DW1701,1DI1713,1DR1713,1DI1510";1600;1;"[prof. nzw. dr hab. inż. Michał Śmiałek,ZETiIS,Inżynieria Oprogramowania]";;"NIE";"TAK";"NIE";"NIE";"NIE";"NIE";"NIE"
1301;"24.01.2018 09:21";"29.01.2018 08:13";"iKpgeQd4SFrFSWM8tWV7Ew";"D";"I";"PL";"Model 2,I,D,PL,7 - Systemy wbudowane";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"YES";"NO";"NO";"NO";0;6;"null";"2017Z";7;26;0;184;0;0;0;0;0;0;0;;0;1;"[dr inż. Marcin Kołodziej,ZSIP,Systemy wbudowane]";"80%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1981;"1.03.2018 14:17";"2.03.2018 15:03";"8REpNyH4rqmBU5u8qTVztA";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - decyzja pozytywna";"Wniosek o zmniejszenie opłaty za powtarzanie";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;5;"null";"2018L";4;40;0;80;0;2;0;9;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3195;"23.03.2018 10:18";"23.03.2018 13:07";"lh9M4rEkIpWpfAasAoQ";"D";"M";"PL";"Model 2,M,D,PL,3 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - inne";"Wniosek ogólny";"UxFYRj8nA8e4KeQCrN2hA";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";0;4;"null";"2018L";1;0;0;0;10;0;0;0;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1529;"6.02.2018 19:11";"13.02.2018 13:37";"ZMW0hXucy4qN6AJDId9bPw";"D";"M";"EN";"Model 2,M,D,EN,3 - Electrical Engineering";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"s67ATdcxFRCArkQmkAHEzw";"NO";"NO";"NO";"NO";0;4;"null";"2017Z";3;37;0;53;0;2;2;0;0;0;1;"1DA1608";80;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1512;"6.02.2018 11:29";"13.02.2018 13:41";"JpXQDlc7CHpQVUZjbLeqNw";"D";"M";"EN";"Model 2,M,D,EN,3 - Electrical Engineering";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"s67ATdcxFRCArkQmkAHEzw";"s67ATdcxFRCArkQmkAHEzw";"NO";"NO";"NO";"NO";0;6;"null";"2017Z";3;40;23;50;1;1;2;0;0;0;2;"1DA2128,1DA2204";745;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1333;"26.01.2018 08:37";"29.01.2018 08:16";"avUHMy0dQpJHhj6vjIcw";"D";"I";"PL";"Model 2,I,D,PL,7 - Sieci i Systemy Elektroenergetyczne";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"YES";"NO";"NO";"NO";0;4;"null";"2017Z";7;13;10;197;0;0;0;0;0;0;0;;0;1;"[dr inż. Konrad Gryszpanowicz,ZSIS,Sieci i Systemy Elektroenergetyczne]";"80%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1261;"16.01.2018 13:10";"30.01.2018 08:42";"U6SDj913QGlZtEi0qh8zQ";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - decyzja negatywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;6;"null";"2017Z";7;41;0;169;0;1;0;0;1;4;4;"1DI1209,1DI1602,1DI1610,1DI1608";770;1;"[prof. nzw. dr hab. inż. Dariusz Sawicki,ZSIP,Inżynieria Oprogramowania]";"40%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1342;"26.01.2018 11:56";"30.01.2018 15:48";"jaeHFtKAQCyLxHGcUaGbaw";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka Elektroenergetyczna";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"YES";"NO";"NO";"NO";0;6;"null";"2017Z";7;16;23;194;0;0;0;0;0;0;0;;0;1;"[dr inż. Adam Smolarczyk,ZAiAE,Automatyka Elektroenergetyczna]";"70%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2962;"19.03.2018 08:37";"19.03.2018 08:38";"uCDxUtLjPGprqvXllbMjJg";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";4;21;0;80;0;0;0;10;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1361;"27.01.2018 09:40";"2.02.2018 13:08";"ZyuLVutxYkH0npv8QUpRQ";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;6;"null";"2017Z";7;16;15;194;0;0;0;0;1;1;1;"1DI1610";300;1;"[dr inż. Włodzimierz Dąbrowski,ZS,Inżynieria Oprogramowania]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1419;"29.01.2018 14:16";"30.01.2018 08:47";"6UxSj2dPZX3KbllXVSXwg";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - decyzja negatywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;6;"null";"2017Z";7;13;14;197;0;0;1;0;0;0;2;"1DI1301,1DI1701";600;1;"[dr inż. Jarosław Wilk,ZETiIS,Inżynieria Oprogramowania]";"60%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1282;"21.01.2018 13:37";"30.01.2018 08:48";"2X9pzzzV1spMwaSO2l8QWw";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka.";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"YES";"NO";"NO";"NO";0;6;"null";"2017Z";7;30;2;180;0;0;0;0;0;1;0;;0;1;"[prof. nzw. dr hab. inż. Marcin Iwanowski,ZS,Automatyka]";"60%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1353;"26.01.2018 17:29";"30.01.2018 08:27";"ZzHVh4uGupbGeOSbGaJ11g";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektronika Przemysłowa";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"YES";"NO";"NO";"NO";0;6;"null";"2017Z";7;11;10;199;0;0;0;0;0;0;0;;0;1;"[prof. nzw. dr hab. inż. Mariusz Malinowski,ZEP,Elektronika Przemysłowa]";"80%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1346;"26.01.2018 13:24";"31.01.2018 09:06";"8v19onBOJzVnm6XHWNK0A";"D";"I";"PL";"Model 2,I,D,PL,7 - Wytwarzanie i użytkowanie energii elektrycznej";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"YES";"NO";"NO";"NO";0;6;"null";"2017Z";7;19;17;191;0;0;0;0;0;1;0;;0;1;"[mgr inż. Rafał Bielas,ZEIG,Wytwarzanie i użytkowanie energii elektrycznej]";"90%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1780;"19.02.2018 22:00";"19.02.2018 23:38";"IulvtHleVx7XTMKLHMgA";"D";"M";"PL";"Model 2,M,D,PL,3 - Wytwarzanie i użytkowanie energii elektrycznej";"Zamknięty - decyzja negatywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";0;3;"null";"2018L";1;0;0;0;10;0;0;0;0;0;0;;0;1;"[mgr inż. Emil Bartosiewicz,ZAiAE,Elektrotechnika]";;"TAK";"NIE";"TAK";"NIE";"NIE";"NIE";"NIE"
1363;"27.01.2018 09:54";"29.01.2018 14:48";"3EHex4khP6jG3d9oMnsNeg";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka.";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"YES";"NO";"NO";"NO";0;8;"null";"2017Z";7;11;19;199;0;0;0;0;0;0;0;;0;1;"[mgr inż. Krzysztof Jackiewicz,ZME,Automatyka]";"70%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1434;"30.01.2018 09:09";"31.01.2018 08:57";"pr6723qZQ9W1ATfJY6M63w";"D";"M";"PL";"Model 2,M,D,PL,3 - Automatyka.";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"ZRZOnmXcfa9Tlr9XY1AxQ";"UxFYRj8nA8e4KeQCrN2hA";"YES";"NO";"NO";"NO";0;6;"null";"2017Z";3;16;8;74;0;0;1;0;0;0;0;;0;2;"[dr hab. inż. Piotr Biczel,ZKUE,Automatyka],[prof. nzw. dr hab. inż. Krzysztof Siwek,ZETiIS,Automatyka]";"20%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1606;"10.02.2018 12:50";"16.02.2018 14:01";"vGJCZdb4m0JQHeUV5S6T4w";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;4;"null";"2017Z";7;15;16;195;0;0;0;0;0;1;1;"1DI1615";80;1;"[dr inż. Jarosław Wilk,ZETiIS,Inżynieria Oprogramowania]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1447;"31.01.2018 14:33";"8.02.2018 12:05";"w1XhBpqtzORwEdcw7Uypw";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektronika Przemysłowa";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;4;"null";"2017Z";7;26;14;184;0;0;0;0;1;4;5;"DSJO1502,1DE1688,1DE1707,1DE1610,1DW1701";910;1;"[dr inż. Piotr Grzejszczak,ZEP,Elektronika Przemysłowa]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1371;"27.01.2018 22:24";"29.01.2018 14:49";"lrB6dizk3soZbFEsFZ4EtA";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"YES";"NO";"NO";"NO";0;6;"null";"2017Z";7;11;15;199;0;0;0;0;0;0;0;;0;1;"[dr inż. Bartosz Chaber,ZETiIS,Inżynieria Oprogramowania]";"90%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3199;"23.03.2018 13:05";"23.03.2018 13:11";"FtuBiKmArH2iJzdfZoKOw";"D";"M";"PL";"Model 2,M,D,PL,3 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - inne";"Potwierdzenie opłaty";"UxFYRj8nA8e4KeQCrN2hA";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";1;4;"null";"2018L";3;34;0;56;2;0;5;0;0;0;1;"1DE2109";80;1;"[mgr inż. Maciej Ciuba,ZWNiKE,Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1416;"29.01.2018 12:45";"30.01.2018 12:40";"zJzqgAxjO7W2gk4r94bNQ";"D";"I";"PL";"Model 2,I,D,PL,7 - Technika Świetlna i Multimedialna";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;4;"null";"2017Z";7;13;19;197;0;0;0;0;0;1;1;"1DE1663";80;1;"[dr hab. inż. Piotr Pracki,ZTS,Technika Świetlna i Multimedialna]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1367;"29.01.2018 19:46";"6.02.2018 13:29";"atfRNu5ab8XAibJpsgqg";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;9;"null";"2017Z";7;21;15;189;0;0;0;2;0;2;4;"1DI1406,1DI1408,1DI1601,1DI1610";1140;1;"[dr inż. Maciej Stodolski,ZETiIS,Inżynieria Oprogramowania]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1323;"25.01.2018 17:50";"6.02.2018 13:30";"U6SDj913QGlZtEi0qh8zQ";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;6;"null";"2017Z";7;30;11;180;0;1;0;0;0;4;4;"1DI1209,1DI1602,1DI1610,1DI1608";770;1;"[prof. nzw. dr hab. inż. Dariusz Sawicki,ZSIP,Inżynieria Oprogramowania]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1355;"26.01.2018 19:03";"14.02.2018 11:44";"IulvtHleVx7XTMKLHMgA";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka Elektroenergetyczna";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"YES";0;11;"null";"2017Z";7;17;23;193;0;0;0;1;0;1;1;"1DE1416";80;1;"[mgr inż. Emil Bartosiewicz,ZAiAE,Automatyka Elektroenergetyczna]";;"NIE";"NIE";"TAK";"NIE";"NIE";"NIE";"NIE"
1752;"17.02.2018 16:38";"18.02.2018 08:32";"k2ooVJ9tm7JGBcpsu2ctg";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektroenergetyka";"Zamknięty - decyzja negatywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";0;3;"null";"2018L";6;8;0;144;0;1;0;1;3;5;2;"1ZE1506,1ZE1637";250;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1437;"30.01.2018 12:54";"31.01.2018 00:42";"ZxvRL9j99dbSNbI3k19pQ";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektrotechnika";"Zamknięty - odrzucony formalnie";"Podanie o rejestrację";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;5;"null";"2017Z";3;0;12;103;0;2;2;0;0;0;5;"1DE1201,1DE1202,1DE1413,1DE1415,1DE1426";400;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1781;"19.02.2018 22:37";"19.02.2018 23:39";"WAs5o3wE4dGhAEl67b94A";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Sieci i Systemy Elektroenergetyczne";"Zamknięty - decyzja negatywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"5SakVepaFoKcxFpixBuJFA";"NO";"NO";"NO";"NO";0;3;"null";"2018L";4;24;0;66;0;0;0;2;0;0;0;;0;2;"[mgr inż. Łukasz Rokicki,ZSIS,Sieci i Systemy Elektroenergetyczne],[dr inż. Piotr Helt,ZSIS,Sieci i Systemy Elektroenergetyczne]";;"NIE";"NIE";"NIE";"NIE";"TAK";"NIE";"NIE"
1510;"6.02.2018 11:12";"14.02.2018 13:31";"4lIzkM7vlbqYY7RdGfUH6w";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektromechatronika Pojazdów i Maszyny Elektryczne";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;6;"null";"2017Z";7;16;18;194;0;0;1;0;0;0;1;"1DE1730";150;1;"[mgr inż. Maciej Wieczorek,ZTE,Elektromechatronika Pojazdów i Maszyny Elektryczne]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1585;"9.02.2018 11:35";"9.02.2018 13:34";"dPHQbcqB156kIqvFPv6BQ";"D";"M";"PL";"Model 2,M,D,PL,3 - Inżynieria  Oprogramowania";"Zamknięty - decyzja negatywna";"Podanie o rejestrację";"UxFYRj8nA8e4KeQCrN2hA";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";0;5;"null";"2017Z";3;23;0;67;1;0;1;0;0;0;0;;0;2;"[dr inż. Marcin Kołodziej,ZSIP,Inżynieria Oprogramowania],[dr inż. Marcin Kołodziej,ZSIP,Inżynieria Oprogramowania]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1448;"31.01.2018 14:52";"1.02.2018 09:01";"8F8PqGW9oU2bPADoahNDw";"D";"M";"PL";"Model 2,M,D,PL,3 - Wytwarzanie i użytkowanie energii elektrycznej";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";0;4;"null";"2017Z";2;35;0;25;1;10;0;0;0;0;1;"1DE2107";80;1;"[dr inż. Karol Pawlak,ZEIG,Wytwarzanie i użytkowanie energii elektrycznej]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1467;"1.02.2018 15:42";"2.02.2018 09:23";"mAWquevDOc0YkT2DJXtsA";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;6;"null";"2017Z";3;40;9;36;1;3;7;0;0;0;5;"1ZE1213,1ZE1215,1ZE1221,SJONSTJEZ1,1ZE1308";860;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1406;"29.01.2018 11:46";"9.02.2018 15:25";"wznBPlstQ6D4Vn52y15u1Q";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"YES";"NO";"NO";"YES";0;11;"null";"2017Z";7;15;15;195;0;0;0;0;1;0;0;;0;1;"[dr inż. Tomasz Leś,ZETiIS,Inżynieria Oprogramowania]";"60%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1449;"31.01.2018 15:19";"31.01.2018 16:34";"jW1rhL1Rgq94gOJvQkjBw";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka.";"Zamknięty - odrzucony formalnie";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;3;"null";"2017Z";7;11;26;199;0;0;0;0;0;0;0;;0;1;"[mgr inż. Monika Jakubowska,ZNE,Automatyka]";;"NIE";"NIE";"NIE";"NIE";"TAK";"NIE";"NIE"
1401;"29.01.2018 11:26";"29.01.2018 12:58";"8f7UaklKoI5EvQhZgCdlKg";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka.";"Zamknięty - decyzja negatywna";"Wniosek ogólny";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;5;"null";"2017Z";7;14;27;196;0;0;0;0;1;1;1;"1DR1623";230;1;"[prof. nzw. dr hab. inż. Krzysztof Siwek,ZETiIS,Automatyka]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
2009;"1.03.2018 16:24";"2.03.2018 14:33";"KBpkbd90P29msjyBkKog";"D";"M";"PL";"Model 2,M,D,PL,3 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - decyzja pozytywna";"Wniosek o zmniejszenie opłaty za powtarzanie";"UxFYRj8nA8e4KeQCrN2hA";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";0;5;"null";"2018L";3;38;0;52;3;1;3;0;0;0;0;;0;1;"[dr inż. Przemysław Sul,ZWNiKE,Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
1454;"2.02.2018 00:25";"8.02.2018 13:35";"0ywTLyc7uTeMxHEYJOXOg";"D";"M";"PL";"Model 2,M,D,PL,3 - Inżynieria  Oprogramowania";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";0;4;"null";"2017Z";3;25;9;65;1;0;2;0;0;0;0;;0;1;"[dr inż. Remigiusz Olesiński,ZNE,Inżynieria Oprogramowania]";;"NIE";"NIE";"NIE";"NIE";"TAK";"NIE";"NIE"
1376;"28.01.2018 16:12";"29.01.2018 12:50";"9wmvFAEjObUA5E4d1F5bvw";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - decyzja negatywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"ZRZOnmXcfa9Tlr9XY1AxQ";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;5;"null";"2017Z";7;7;0;203;0;0;0;0;0;0;0;;0;1;"[dr inż. Jacek Korytkowski,ZETiIS,Inżynieria Oprogramowania]";"50%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
